number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_fold_metrics,state
0,0.46789729140867314,2026-09-16 01:08:58.080025,2026-09-16 01:09:00.543122,0 days 00:00:02.463097,0.8832290311184181,0.0320571649322729,5,63,0.00015599452033620266,1545,31,1.7073967431528103e-05,2.9154431891537547,0.8404460046972835,"[{'fold': 1, 'adjusted_sharpe': -0.20112797002377822, 'raw_sharpe': -0.20112797002377822, 'strategy_volatility': 0.1634362385802994, 'market_volatility': 0.18405361319648608, 'cumulative_return': -0.021729762116655553, 'max_drawdown': 0.13826737290145927, 'volatility_penalty': 1.0, 'return_penalty': 1.0, 'metric_errors': [], 'r2': 9.260318031933945e-05, 'spearman': 0.03527527605753141, 'rmse': 0.011561935308233618, 'train_end': 7966, 'inner_train_end': 7785, 'stopping_start': 7787, 'stopping_end': 7966, 'validation_start': 7968, 'validation_end': 8147, 'best_iteration': 52, 'prediction_constant': False, 'allocation_mean': 0.7944444444444444}, {'fold': 2, 'adjusted_sharpe': -0.4323361134862651, 'raw_sharpe': -0.4323361134862651, 'strategy_volatility': 0.1624597746181815, 'market_volatility': 0.24061547890237955, 'cumulative_return': -0.028907679733642135, 'max_drawdown': 0.12644177327395087, 'volatility_penalty': 1.0, 'return_penalty': 1.0, 'metric_errors': [], 'r2': -0.0024688323347503704, 'spearman': 0.0366657407121619, 'rmse': 0.01514875556467019, 'train_end': 8146, 'inner_train_end': 7965, 'stopping_start': 7967, 'stopping_end': 8146, 'validation_start': 8148, 'validation_end': 8327, 'best_iteration': 34, 'prediction_constant': False, 'allocation_mean': 0.39444444444444443}, {'fold': 3, 'adjusted_sharpe': 0.6225548725264394, 'raw_sharpe': 0.7866229548201542, 'strategy_volatility': 0.035250015895359456, 'market_volatility': 0.12971198860867603, 'cumulative_return': 0.05720932381172056, 'max_drawdown': 0.01704645, 'volatility_penalty': 1.0, 'return_penalty': 1.263539953719898, 'metric_errors': [], 'r2': -0.0008262313397191523, 'spearman': -0.014975924295061343, 'rmse': 0.008152121518466691, 'train_end': 8326, 'inner_train_end': 8145, 'stopping_start': 8147, 'stopping_end': 8326, 'validation_start': 8328, 'validation_end': 8507, 'best_iteration': 8, 'prediction_constant': False, 'allocation_mean': 0.07777777777777778}, {'fold': 4, 'adjusted_sharpe': 2.4586268930698876, 'raw_sharpe': 2.4644493285672837, 'strategy_volatility': 0.11059774299347001, 'market_volatility': 0.1112305968042878, 'cumulative_return': 0.261073561449427, 'max_drawdown': 0.054478368584236346, 'volatility_penalty': 1.0, 'return_penalty': 1.0023681655454952, 'metric_errors': [], 'r2': -0.012830932140606377, 'spearman': 0.04569687411655678, 'rmse': 0.007032082103732449, 'train_end': 8506, 'inner_train_end': 8325, 'stopping_start': 8327, 'stopping_end': 8506, 'validation_start': 8508, 'validation_end': 8687, 'best_iteration': 1, 'prediction_constant': False, 'allocation_mean': 0.9833333333333333}, {'fold': 5, 'adjusted_sharpe': -0.1082312250429177, 'raw_sharpe': -0.125163187713622, 'strategy_volatility': 0.14666434640139592, 'market_volatility': 0.1478664678841467, 'cumulative_return': 0.019600385823425874, 'max_drawdown': 0.10495384529175364, 'volatility_penalty': 1.0, 'return_penalty': 1.1564424930420047, 'metric_errors': [], 'r2': -0.0015970058384873198, 'spearman': -0.10219551852096141, 'rmse': 0.009295467967972383, 'train_end': 8686, 'inner_train_end': 8505, 'stopping_start': 8507, 'stopping_end': 8686, 'validation_start': 8688, 'validation_end': 8867, 'best_iteration': 3, 'prediction_constant': False, 'allocation_mean': 0.9666666666666667}]",COMPLETE
1,0.5027774863148659,2026-09-16 01:09:00.570996,2026-09-16 01:09:02.637149,0 days 00:00:02.066153,0.7727780074568463,0.05052375775428282,3,79,0.00018182496720710062,1949,8,5.415244119402538e-05,0.016480446427978974,0.8099025726528951,"[{'fold': 1, 'adjusted_sharpe': 1.8642281181854208, 'raw_sharpe': 1.8642281181854208, 'strategy_volatility': 0.1381135395234543, 'market_volatility': 0.18405361319648608, 'cumulative_return': 0.20360896580869975, 'max_drawdown': 0.08204433560762132, 'volatility_penalty': 1.0, 'return_penalty': 1.0, 'metric_errors': [], 'r2': 0.016785316855977728, 'spearman': 0.18038017757871788, 'rmse': 0.011465020149300724, 'train_end': 7966, 'inner_train_end': 7785, 'stopping_start': 7787, 'stopping_end': 7966, 'validation_start': 7968, 'validation_end': 8147, 'best_iteration': 47, 'prediction_constant': False, 'allocation_mean': 0.5444444444444444}, {'fold': 2, 'adjusted_sharpe': -0.4071261600311352, 'raw_sharpe': -0.4071261600311352, 'strategy_volatility': 0.1914507873945508, 'market_volatility': 0.24061547890237955, 'cumulative_return': -0.03424003778516942, 'max_drawdown': 0.13366933152519417, 'volatility_penalty': 1.0, 'return_penalty': 1.0, 'metric_errors': [], 'r2': 0.0036922489813498993, 'spearman': 0.05489446024875084, 'rmse': 0.015102132389065503, 'train_end': 8146, 'inner_train_end': 7965, 'stopping_start': 7967, 'stopping_end': 8146, 'validation_start': 8148, 'validation_end': 8327, 'best_iteration': 37, 'prediction_constant': False, 'allocation_mean': 0.45555555555555555}, {'fold': 3, 'adjusted_sharpe': 0.9711909639855089, 'raw_sharpe': 1.0130221677354392, 'strategy_volatility': 0.05756123091617756, 'market_volatility': 0.12971198860867603, 'cumulative_return': 0.08054972356713806, 'max_drawdown': 0.024047814738584552, 'volatility_penalty': 1.0, 'return_penalty': 1.0430720685232349, 'metric_errors': [], 'r2': -0.0017383935800079353, 'spearman': 0.06917090687563708, 'rmse': 0.00815583563168808, 'train_end': 8326, 'inner_train_end': 8145, 'stopping_start': 8147, 'stopping_end': 8326, 'validation_start': 8328, 'validation_end': 8507, 'best_iteration': 64, 'prediction_constant': False, 'allocation_mean': 0.17777777777777778}, {'fold': 4, 'adjusted_sharpe': 0.026617735254822045, 'raw_sharpe': 0.21389389042023377, 'strategy_volatility': 0.056938189564874425, 'market_volatility': 0.1112305968042878, 'cumulative_return': 0.04719790070886494, 'max_drawdown': 0.022090609217994443, 'volatility_penalty': 1.0, 'return_penalty': 8.035765942239017, 'metric_errors': [], 'r2': -0.017062815553753996, 'spearman': -0.09727821585043075, 'rmse': 0.007046757766862812, 'train_end': 8506, 'inner_train_end': 8325, 'stopping_start': 8327, 'stopping_end': 8506, 'validation_start': 8508, 'validation_end': 8687, 'best_iteration': 16, 'prediction_constant': False, 'allocation_mean': 0.2777777777777778}, {'fold': 5, 'adjusted_sharpe': 0.058976774179712775, 'raw_sharpe': 0.05987991507474643, 'strategy_volatility': 0.14731252747750928, 'market_volatility': 0.1478664678841467, 'cumulative_return': 0.03958373506523554, 'max_drawdown': 0.10035402840141125, 'volatility_penalty': 1.0, 'return_penalty': 1.0153135010789438, 'metric_errors': [], 'r2': -0.0006651086477427182, 'spearman': -0.04641790135870377, 'rmse': 0.009291142657354985, 'train_end': 8686, 'inner_train_end': 8505, 'stopping_start': 8507, 'stopping_end': 8686, 'validation_start': 8688, 'validation_end': 8867, 'best_iteration': 3, 'prediction_constant': False, 'allocation_mean': 0.9888888888888889}]",COMPLETE
