fold,validation_start,validation_end,adjusted_sharpe,raw_sharpe,strategy_volatility,market_volatility,cumulative_return,max_drawdown,volatility_penalty,return_penalty,metric_errors,r2,spearman,rmse
1,7968,8147,-0.5752681109858208,-0.5789113757880547,0.07666956802933865,0.18405361319648608,-0.029744633699294223,0.07119893254602601,1.0,1.0063331596740008,[],-0.007070070644101367,-0.18113110486949183,0.01160327243288045
2,8148,8327,-0.8135031691007109,-1.3306545000588919,0.14956081073276825,0.24061547890237955,-0.1142778226324791,0.18505702675663438,1.0,1.6357090551102182,[],-0.008886285142081007,-0.10201137895202526,0.015197166712468308
3,8328,8507,0.20895540501888232,0.2522225679207516,0.16274099788865928,0.12971198860867603,0.06731293617282774,0.1617012078059935,1.0546334354616014,1.1445342613991458,[],-0.0011843502560622277,-0.02564276675206025,0.00815357989741375
4,8508,8687,2.473460119091216,2.473460119091216,0.12079852344475711,0.1112305968042878,0.2848893252211677,0.048415524142431235,1.0,1.0,[],-0.010155888799088464,-0.02506455960574915,0.007022789554989042
5,8688,8867,-0.21064814254994496,-1.7303684574429898,0.14297666741895307,0.1478664678841467,-0.13432535446605892,0.17074946678235817,1.0,8.214496631664897,[],-0.005306733635566552,-0.15076802781978865,0.009312666394310876
