fold,validation_start,validation_end,adjusted_sharpe,raw_sharpe,strategy_volatility,market_volatility,cumulative_return,max_drawdown,volatility_penalty,return_penalty,metric_errors,r2,spearman,rmse
1,7968,8019,0.7052522355203595,2.0951914399231217,0.018139909355791427,0.12048004087280564,0.007953883034477008,0.007485341003131014,1.0,2.9708398419711735,[],-0.0024737282199409627,-0.12541620421753608,0.007525458841105313
